item_nbr,total_sales,std_sales,mean_sales,cumulative_pct,ABC,cv,XYZ,ABC_XYZ
1047681,1.563715e+06,23.128073,19.64392,16.437456,A,1.1773654,Z,AZ
222879,1.5475e+06,22.567244,20.008793,16.581596,A,1.1278663,Z,AZ
1047790,1.533705e+06,27.984764,19.248306,16.724451,A,1.4538819,Z,AZ
507969,1.5154021e+06,44.566486,39.736786,16.865602,A,1.1215423,Z,AZ
1751174,1.4786204e+06,54.39119,54.285202,17.003326,A,1.0019524,Z,AZ
587157,1.4645872e+06,28.49751,36.48516,17.139744,A,0.78107125,Y,AY
1686656,1.45403e+06,53.41089,58.268414,17.275179,A,0.9166354,Y,AY
116017,1.44601e+06,19.740984,18.537876,17.409866,A,1.0649,Z,AZ
987308,1.439227e+06,23.38908,23.79517,17.54392,A,0.98293394,Y,AY
1037857,1.438841e+06,39.117386,21.2601,17.67794,A,1.8399436,Z,AZ
1502392,1.4345981e+06,56.376926,46.421116,17.811563,A,1.2144673,Z,AZ
219150,1.425839e+06,25.823288,21.530222,17.944372,A,1.1993972,Z,AZ
1463867,1.409576e+06,27.291498,28.664484,18.075665,A,0.95210147,Y,AY
1305845,1.403418e+06,23.210564,25.006557,18.206383,A,0.9281791,Y,AY
839363,1.390706e+06,48.204247,17.11259,18.335918,A,2.8168876,Z,AZ
1157564,1.373762e+06,16.191952,18.312187,18.463875,A,0.88421726,Y,AY
510054,1.373396e+06,66.1459,18.092663,18.591799,A,3.6559515,Z,AZ
1473393,1.3733836e+06,33.8266,29.485672,18.71972,A,1.1472216,Z,AZ
1066900,1.358628e+06,30.454002,21.665598,18.846268,A,1.4056387,Z,AZ
1309297,1.352226e+06,61.876366,36.73529,18.972218,A,1.6843848,Z,AZ
518091,1.342988e+06,33.065567,23.701323,19.097311,A,1.3950938,Z,AZ
1473428,1.3427021e+06,48.281918,47.669334,19.222374,A,1.0128506,Z,AZ
581078,1.341018e+06,14.907156,16.601688,19.347282,A,0.89793015,Y,AY
862454,1.338766e+06,24.801134,17.576488,19.47198,A,1.4110403,Z,AZ
1333307,1.331336e+06,48.184464,60.802704,19.595987,A,0.79247236,Y,AY
115611,1.328769e+06,20.897257,19.475992,19.719753,A,1.0729752,Z,AZ
1047772,1.327721e+06,25.156956,17.212952,19.843422,A,1.4615132,Z,AZ
1473478,1.32382e+06,45.815556,31.9771,19.966728,A,1.4327614,Z,AZ
410257,1.317547e+06,24.28605,18.251606,20.089449,A,1.3306254,Z,AZ
1114566,1.316885e+06,40.82234,19.487177,20.212109,A,2.0948308,Z,AZ
1239897,1.3096705e+06,42.856953,36.870316,20.334095,A,1.1623701,Z,AZ
1105212,1.306828e+06,18.558268,16.4323,20.455818,A,1.1293774,Z,AZ
866927,1.287519e+06,13.435449,16.457071,20.575743,A,0.8163937,Y,AY
1463866,1.280712e+06,26.944632,26.361862,20.695034,A,1.0221065,Z,AZ
305229,1.279151e+06,27.38939,30.368486,20.814178,A,0.9019017,Y,AY
1473394,1.2728009e+06,28.12848,26.833092,20.932732,A,1.0482758,Z,AZ
165594,1.266309e+06,27.179499,15.898817,21.05068,A,1.7095296,Z,AZ
323013,1.265474e+06,22.04911,16.605091,21.16855,A,1.3278524,Z,AZ
418235,1.264798e+06,30.227652,20.067877,21.28636,A,1.5062705,Z,AZ
315277,1.262961e+06,28.272655,16.468607,21.403996,A,1.7167606,Z,AZ
988459,1.262043e+06,31.656841,31.140026,21.521547,A,1.0165964,Z,AZ
208384,1.261103e+06,19.040264,16.372858,21.639011,A,1.1629163,Z,AZ
876663,1.259713e+06,46.60226,16.05671,21.756346,A,2.9023545,Z,AZ
1057033,1.259702e+06,15.127921,17.156076,21.873678,A,0.8817821,Y,AY
1004550,1.251986e+06,29.731016,18.895905,21.990292,A,1.5734106,Z,AZ
1473403,1.2517696e+06,28.545727,26.545288,22.106888,A,1.0753595,Z,AZ
1473479,1.2365838e+06,47.23739,40.382202,22.222067,A,1.1697576,Z,AZ
1625605,1.236397e+06,42.716022,35.376167,22.337229,A,1.2074802,Z,AZ
939207,1.233474e+06,16.826017,15.705842,22.45212,A,1.0713222,Z,AZ
1239809,1.215441e+06,18.2456,18.167484,22.56533,A,1.0042998,Z,AZ
223136,1.212353e+06,21.523348,17.230959,22.678253,A,1.2491091,Z,AZ
759893,1.207669e+06,23.480608,15.002286,22.79074,A,1.5651354,Z,AZ
557256,1.206272e+06,19.221104,16.174637,22.903097,A,1.1883484,Z,AZ
115894,1.203888e+06,18.080524,15.707736,23.01523,A,1.1510586,Z,AZ
638977,1.202689e+06,35.915462,29.864891,23.127253,A,1.2025981,Z,AZ
885543,1.200967e+06,14.5061245,16.283857,23.239115,A,0.8908285,Y,AY
903283,1.1939174e+06,25.657635,21.778467,23.35032,A,1.1781194,Z,AZ
1926217,1.185091e+06,58.501568,69.429436,23.460705,A,0.8426047,Y,AY
311994,1.1842816e+06,18.666838,29.974983,23.571012,A,0.62274724,Y,AY
452212,1.176713e+06,19.784208,19.289745,23.680616,A,1.0256335,Z,AZ
457574,1.1733808e+06,251.31233,70.685585,23.78991,A,3.5553548,Z,AZ
1463798,1.171244e+06,41.116947,25.24396,23.899004,A,1.6287836,Z,AZ
1584576,1.161247e+06,37.950882,30.788424,24.007168,A,1.2326348,Z,AZ
1166474,1.158563e+06,86.63266,21.166767,24.11508,A,4.092862,Z,AZ
2042947,1.157125e+06,145.94522,97.01727,24.222858,A,1.504322,Z,AZ
1463825,1.155058e+06,40.24923,33.195137,24.330444,A,1.2125038,Z,AZ
1121616,1.149783e+06,21.957342,20.50182,24.43754,A,1.0709949,Z,AZ
567623,1.142697e+06,18.938284,14.322562,24.543974,A,1.3222693,Z,AZ
1695845,1.135281e+06,37.84288,43.787598,24.64972,A,0.8642374,Y,AY
828630,1.133765e+06,14.252962,15.589541,24.755322,A,0.9142644,Y,AY
1146801,1.132056e+06,15.867088,14.956678,24.860765,A,1.0608698,Z,AZ
838216,1.129402e+06,15.897707,14.299305,24.965961,A,1.1117818,Z,AZ
938566,1.127966e+06,30.216284,14.768785,25.071026,A,2.045956,Z,AZ
1642400,1.1241904e+06,33.545513,36.944702,25.175735,A,0.90799254,Y,AY
1083196,1.122549e+06,18.08338,15.030247,25.280296,A,1.2031326,Z,AZ
1693656,1.119149e+06,36.826756,44.19496,25.384537,A,0.8332795,Y,AY
1463823,1.110244e+06,32.09772,26.596493,25.487947,A,1.2068404,Z,AZ
1464088,1.108186e+06,36.607044,27.295221,25.591167,A,1.3411521,Z,AZ
2042941,1.105885e+06,137.24742,94.69815,25.694176,A,1.4493147,Z,AZ
1696007,1.0927446e+06,38.075653,40.090424,25.795958,A,0.94974434,Y,AY
1083152,1.087397e+06,16.683275,14.182267,25.89724,A,1.1763475,Z,AZ
582863,1.0816661e+06,22.663847,26.602055,25.99799,A,0.8519585,Y,AY
514327,1.078349e+06,13.973903,15.66093,26.09843,A,0.89227796,Y,AY
1962621,1.074074e+06,93.87332,51.17075,26.198473,A,1.8345114,Z,AZ
1166475,1.073576e+06,25.649576,18.556002,26.29847,A,1.3822793,Z,AZ
378685,1.070094e+06,16.726805,15.077055,26.39814,A,1.1094213,Z,AZ
155500,1.058259e+06,28.527191,25.698997,26.496714,A,1.1100508,Z,AZ
1463885,1.053291e+06,27.625254,22.175482,26.59482,A,1.2457566,Z,AZ
264299,1.045671e+06,99.81016,14.141391,26.692217,A,7.058016,Z,AZ
913364,1.041917e+06,21.475723,27.336859,26.789267,A,0.7855959,Y,AY
939661,1.037094e+06,34.63696,14.137629,26.885864,A,2.4499836,Z,AZ
168927,1.036958e+06,22.599045,25.364658,26.98245,A,0.8909659,Y,AY
1012473,1.033482e+06,34.121906,28.357306,27.078709,A,1.2032845,Z,AZ
261053,1.032479e+06,20.764555,13.655143,27.174877,A,1.5206399,Z,AZ
1463857,1.032268e+06,19.486061,20.742435,27.271027,A,0.93942976,Y,AY
514144,1.031001e+06,18.124508,14.612106,27.367058,A,1.2403761,Z,AZ
582865,1.0278325e+06,20.149927,25.18765,27.462795,A,0.7999923,Y,AY
215331,1.023516e+06,21.851116,12.774947,27.55813,A,1.7104663,Z,AZ
265279,1.023229e+06,12.703897,12.782693,27.653439,A,0.99383575,Y,AY
1109325,1.013401e+06,14.618164,15.026705,27.747831,A,0.97281235,Y,AY
847863,1.012581e+06,24.77793,12.509185,27.842146,A,1.9807789,Z,AZ
564534,1.01253e+06,19.713354,12.716232,27.936459,A,1.5502511,Z,AZ
671039,999835.0,23.297459,15.490271,28.029589,A,1.5040059,Z,AZ
819934,986620.0,27.059156,18.40709,28.121483,A,1.47004,Z,AZ
913363,983912.0,20.665157,25.162703,28.213129,A,0.82126147,Y,AY
114790,982261.0,15.575994,12.419221,28.30462,A,1.2541845,Z,AZ
1161571,979588.0,22.023699,20.87739,28.395864,A,1.0549067,Z,AZ
852110,977214.0,16.292328,17.486784,28.486883,A,0.9316938,Y,AY
812751,974090.0,51.800938,17.669285,28.577614,A,2.931694,Z,AZ
1157462,969821.0,15.266525,13.260152,28.667948,A,1.1513085,Z,AZ
211203,959718.0,15.160907,12.613595,28.75734,A,1.2019497,Z,AZ
1309246,955295.0,24.602365,30.13644,28.846317,A,0.816366,Y,AY
1146802,954966.0,13.107495,12.956949,28.935268,A,1.011619,Z,AZ
111223,952800.0,12.824905,12.703831,29.024014,A,1.0095305,Z,AZ
1066901,951777.0,21.572865,13.502872,29.112667,A,1.59765,Z,AZ
1463865,947877.0,21.283611,19.725657,29.200956,A,1.0789812,Z,AZ
264305,945090.0,32.87984,24.559914,29.288982,A,1.3387605,Z,AZ
315220,943818.0,15.021493,12.117319,29.376894,A,1.2396713,Z,AZ
1047773,938651.0,25.407967,13.003228,29.464325,A,1.9539738,Z,AZ
1695999,937701.2,40.680943,42.004173,29.551664,A,0.96849763,Y,AY
1463787,932707.0,29.34637,18.13723,29.63854,A,1.6180184,Z,AZ
258396,931042.0,20.08377,11.555117,29.72526,A,1.7380847,Z,AZ
847859,926455.0,24.355005,17.258528,29.811556,A,1.4111867,Z,AZ
1239882,921511.6,45.43202,44.461624,29.897387,A,1.0218254,Z,AZ
1958216,918460.0,31.728195,24.734999,29.982937,A,1.2827247,Z,AZ
1109389,915117.0,15.958707,13.432319,30.06817,A,1.1880828,Z,AZ
1695823,905810.0,34.34308,35.185287,30.152544,A,0.9760636,Y,AY
1105211,903497.0,16.845142,12.78238,30.236698,A,1.3178408,Z,AZ
838215,902467.0,11.025559,11.375252,30.320757,A,0.9692585,Y,AY
1963277,900005.0,29.908813,32.232826,30.404585,A,0.9278992,Y,AY
1239902,899752.0,25.797514,22.868267,30.488392,A,1.1280922,Z,AZ
1239901,899160.2,25.752405,25.145004,30.572144,A,1.024156,Z,AZ
153267,895804.0,17.323744,11.789532,30.655584,A,1.4694175,Z,AZ
314393,892218.0,33.02866,11.544069,30.738688,A,2.8610933,Z,AZ
716250,889561.0,23.378239,12.824164,30.821545,A,1.8229834,Z,AZ
730258,888809.0,17.856352,12.707255,30.904331,A,1.4052092,Z,AZ
554049,885458.0,12.383281,11.866706,30.986807,A,1.0435314,Z,AZ
1047680,884073.0,19.442675,13.87739,31.069153,A,1.4010326,Z,AZ
269029,882615.0,22.713287,12.346165,31.151363,A,1.8397039,Z,AZ
1159414,880243.0,19.877028,12.201533,31.233353,A,1.6290598,Z,AZ
1346638,876667.0,24.253733,20.163462,31.31501,A,1.2028556,Z,AZ
587069,873484.0,11.617902,11.574077,31.396368,A,1.0037864,Z,AZ
868529,871108.0,19.02564,11.933476,31.477505,A,1.5943083,Z,AZ
1047674,870276.0,16.793835,12.965585,31.558567,A,1.2952625,Z,AZ
770449,869282.0,33.480804,28.607037,31.639534,A,1.1703695,Z,AZ
1464005,868811.0,33.823425,23.089481,31.720457,A,1.4648846,Z,AZ
315474,866222.0,13.362059,11.040583,31.80114,A,1.2102675,Z,AZ
105575,865894.0,23.861025,20.960373,31.881792,A,1.1383874,Z,AZ
724498,865866.0,22.889202,11.380545,31.962439,A,2.0112572,Z,AZ
1159415,860353.0,16.883171,12.031899,32.04258,A,1.4032009,Z,AZ
115892,858585.0,12.143078,11.403706,32.12255,A,1.0648361,Z,AZ
1695836,856827.4,33.97161,23.438763,32.20236,A,1.4493773,Z,AZ
1686637,855376.0,22.297997,32.81326,32.28203,A,0.67954224,Y,AY
1463812,850411.0,26.485228,19.620945,32.36124,A,1.3498447,Z,AZ
1239877,850156.2,31.22247,32.011303,32.440422,A,0.97535765,Y,AY
368136,842506.0,12.604679,11.385216,32.518898,A,1.1071094,Z,AZ
1751176,841560.6,23.083069,19.965378,32.597282,A,1.1561549,Z,AZ
843585,838025.0,16.34937,12.46894,32.675343,A,1.3112077,Z,AZ
2010902,836453.0,65.36401,24.179134,32.75325,A,2.7033231,Z,AZ
164647,834957.0,38.93257,11.289457,32.83102,A,3.4485776,Z,AZ
1047753,833134.0,15.840834,15.347973,32.90862,A,1.0321125,Z,AZ
884878,833043.0,18.365984,12.312557,32.986214,A,1.4916465,Z,AZ
898656,831928.0,13.533806,11.879086,33.063705,A,1.1392969,Z,AZ
1109116,828215.0,24.234535,15.607263,33.140846,A,1.552773,Z,AZ
956014,825558.0,14.383898,12.008815,33.217743,A,1.1977783,Z,AZ
1047786,821108.0,13.607659,11.67906,33.294224,A,1.1651331,Z,AZ
699703,820184.3,18.849558,21.314562,33.37062,A,0.8843512,Y,AY
165704,819267.0,12.534624,11.2621765,33.44693,A,1.1129842,Z,AZ
1159413,814228.0,17.839409,11.20338,33.52277,A,1.5923239,Z,AZ
310644,807330.0,12.471315,19.336319,33.59797,A,0.64496845,Y,AY
641042,806754.0,12.988328,11.661665,33.673115,A,1.1137627,Z,AZ
115850,803820.0,16.744503,11.216353,33.747982,A,1.4928651,Z,AZ
1459058,803781.0,32.870487,19.733889,33.82285,A,1.6656873,Z,AZ
828204,799551.0,28.340828,10.2869215,33.897324,A,2.755035,Z,AZ
1084881,799274.0,12.818061,9.828267,33.971767,A,1.3042035,Z,AZ
1239856,797467.94,11.419989,12.069315,34.046047,A,0.94620025,Y,AY
115893,794899.0,13.334713,11.251862,34.12009,A,1.1851118,Z,AZ
1695950,793602.7,23.094284,18.952612,34.194008,A,1.2185278,Z,AZ
1473406,790714.0,31.589666,40.43125,34.26766,A,0.78131807,Y,AY
999547,788812.0,17.083813,12.419107,34.34113,A,1.3756071,Z,AZ
1693657,782732.0,27.63627,31.290506,34.414036,A,0.88321584,Y,AY
578097,782655.0,15.264235,11.542903,34.486935,A,1.3223913,Z,AZ
1239875,782066.0,17.95002,22.313503,34.55978,A,0.8044465,Y,AY
1489882,781437.0,27.165771,28.594738,34.63257,A,0.9500269,Y,AY
362548,780946.0,10.591556,10.362734,34.705307,A,1.0220813,Z,AZ
1695828,780274.2,25.95687,18.537792,34.77799,A,1.4002136,Z,AZ
1464238,780205.0,25.207819,30.68653,34.85066,A,0.82146204,Y,AY
1463797,775419.0,22.102526,16.331142,34.922882,A,1.3533974,Z,AZ
315179,770339.0,26.287298,16.028027,34.994637,A,1.6400833,Z,AZ
358231,767934.0,12.501989,9.946172,35.066162,A,1.2569649,Z,AZ
129635,765774.0,11.503152,10.728131,35.13749,A,1.0722419,Z,AZ
1463994,764770.0,28.767693,28.04437,35.20872,A,1.025792,Z,AZ
804974,762909.0,11.35104,9.85047,35.279785,A,1.1523349,Z,AZ
168930,760903.0,17.724054,18.58127,35.350655,A,0.95386666,Y,AY
1047675,760393.0,17.364592,15.247198,35.421482,A,1.138871,Z,AZ
323921,758042.0,23.768112,9.751743,35.49209,A,2.4373193,Z,AZ
1037845,757107.0,25.211712,10.013583,35.562607,A,2.5177512,Z,AZ
1161572,756953.0,17.198883,12.202424,35.633114,A,1.4094645,Z,AZ
1096235,756349.0,11.799577,10.826019,35.703564,A,1.0899276,Z,AZ
108831,755469.06,23.973528,22.442785,35.77393,A,1.0682064,Z,AZ
1160872,750688.0,17.312937,12.69405,35.843853,A,1.3638624,Z,AZ
1047775,750256.0,21.651522,10.394957,35.913734,A,2.0828872,Z,AZ
1428328,748489.0,39.981434,28.835728,35.983448,A,1.3865242,Z,AZ
315221,746926.0,9.278185,9.672576,36.05302,A,0.95922583,Y,AY
364865,746921.0,23.22531,11.371257,36.12259,A,2.0424576,Z,AZ
895291,746914.8,20.194578,21.608366,36.192158,A,0.9345722,Y,AY
1695830,745291.75,19.2828,18.35016,36.261578,A,1.0508246,Z,AZ
1473412,744959.4,15.452245,16.34077,36.330967,A,0.9456252,Y,AY
1239810,744398.0,10.365904,11.3958235,36.4003,A,0.9096231,Y,AY
1346637,743966.0,15.693975,15.696479,36.469597,A,0.9998405,Y,AY
1071928,743089.0,10.919054,9.933681,36.53881,A,1.0991952,Z,AZ
1353189,742328.0,15.753467,15.925343,36.607952,A,0.9892074,Y,AY
315180,741000.0,26.420597,19.922567,36.67697,A,1.3261642,Z,AZ
850333,740809.0,9.004431,9.1348505,36.745975,A,0.98572284,Y,AY
692531,739182.0,18.615494,10.630206,36.814823,A,1.7511884,Z,AZ
165988,738244.0,12.606116,9.51284,36.883587,A,1.3251685,Z,AZ
414620,734715.0,10.065529,11.339245,36.95202,A,0.8876719,Y,AY
939662,734204.0,18.032257,11.157777,37.020405,A,1.6161156,Z,AZ
1501508,731110.06,34.862823,28.526672,37.088505,A,1.2221133,Z,AZ
514172,730627.0,12.657959,10.104932,37.15656,A,1.2526516,Z,AZ
258376,729791.0,14.390209,10.521027,37.224533,A,1.3677571,Z,AZ
364724,728691.0,18.664186,9.7734785,37.292404,A,1.9096769,Z,AZ
1157561,728169.0,11.737708,10.471075,37.36023,A,1.120965,Z,AZ
1913462,727273.0,21.294191,19.421915,37.42797,A,1.0964001,Z,AZ
749421,726886.0,24.419487,9.951481,37.495674,A,2.4538546,Z,AZ
518094,724688.0,13.468524,9.8534,37.56318,A,1.366891,Z,AZ
1686664,723129.0,23.465994,30.827856,37.63053,A,0.76119447,Y,AY
926958,722844.0,10.061025,9.547158,37.69786,A,1.0538241,Z,AZ
781796,722031.0,14.360408,17.76826,37.765114,A,0.80820566,Y,AY
368260,720142.0,11.726142,9.414113,37.832188,A,1.2455918,Z,AZ
414752,717835.0,12.954766,9.470493,37.899048,A,1.3679082,Z,AZ
1696041,717438.0,15.092075,19.418556,37.965874,A,0.7771986,Y,AY
559873,716296.0,12.495227,9.475191,38.032593,A,1.3187308,Z,AZ
1503855,715957.94,27.327156,24.145351,38.09928,A,1.1317772,Z,AZ
1501570,715339.0,25.431711,22.352947,38.165905,A,1.1377342,Z,AZ
1313223,713841.0,11.184707,13.296348,38.2324,A,0.8411864,Y,AY
1464207,709245.0,25.036886,16.189482,38.298462,A,1.5464909,Z,AZ
1254013,707199.0,11.876441,11.680552,38.364334,A,1.0167706,Z,AZ
1239860,706849.1,8.606091,10.590928,38.43017,A,0.8125908,Y,AY
368628,705512.0,21.13324,14.88956,38.495884,A,1.4193327,Z,AZ
370042,705262.0,49.377525,18.412228,38.561573,A,2.681779,Z,AZ
214381,702064.0,14.969436,9.013069,38.626965,A,1.6608589,Z,AZ
123601,701256.0,10.575796,9.331417,38.69228,A,1.1333537,Z,AZ
730259,699037.0,14.747678,11.020953,38.757393,A,1.3381491,Z,AZ
261700,698343.0,9.276101,8.847736,38.822437,A,1.0484152,Z,AZ
1463896,698101.0,41.183334,23.404217,38.887463,A,1.7596544,Z,AZ
426155,698045.0,13.324521,10.345699,38.95248,A,1.2879285,Z,AZ
1239819,697519.0,10.742833,10.52414,39.01745,A,1.0207801,Z,AZ
557420,695225.0,28.554573,21.645962,39.082207,A,1.319164,Z,AZ
1464087,694218.0,13.60976,15.027339,39.146866,A,0.9056667,Y,AY
1121615,693090.0,8.181081,9.665045,39.211422,A,0.8464607,Y,AY
1473477,692410.56,21.636002,23.809723,39.275917,A,0.90870446,Y,AY
841841,689049.0,26.256693,11.593125,39.3401,A,2.2648501,Z,AZ
841197,688318.0,11.927583,16.600376,39.40421,A,0.7185128,Y,AY
567588,687185.0,14.686087,9.02469,39.46822,A,1.6273232,Z,AZ
1004551,686001.0,17.402857,11.985063,39.53212,A,1.4520456,Z,AZ
1354711,685206.0,62.827427,20.219725,39.59594,A,3.1072345,Z,AZ
1693652,682465.0,24.021576,27.13255,39.659508,A,0.88534164,Y,AY
583985,680871.06,265.1848,153.00473,39.722927,A,1.7331805,Z,AZ
1047733,677991.0,16.262163,10.823092,39.786076,A,1.5025431,Z,AZ
1463786,676911.0,35.327656,13.173575,39.849125,A,2.681706,Z,AZ
848765,673237.0,10.597809,8.557953,39.911835,A,1.2383579,Z,AZ
414621,672422.0,8.061184,8.724935,39.974464,A,0.92392486,Y,AY
938574,671794.0,17.372458,8.767753,40.03704,A,1.9814037,Z,AZ
2006812,668325.0,144.19,86.829285,40.09929,A,1.6606148,Z,AZ
457424,668050.0,10.245141,15.970214,40.161514,A,0.64151555,Y,AY
1014865,665345.0,13.334724,11.468302,40.223488,A,1.1627462,Z,AZ
1958181,661935.0,37.369804,17.94494,40.285145,A,2.0824702,Z,AZ
1239911,661634.0,9.720808,10.259323,40.346767,A,0.9475097,Y,AY
1464237,660407.0,21.439074,26.651882,40.408283,A,0.80441123,Y,AY
467887,660248.0,12.238845,11.070928,40.46978,A,1.105494,Z,AZ
401817,660045.0,10.3155155,9.347755,40.53126,A,1.1035286,Z,AZ
1464218,659660.0,19.182209,12.790057,40.5927,A,1.499775,Z,AZ
1463864,658676.0,129.0223,115.57747,40.654053,A,1.1163274,Z,AZ
699687,658443.7,35.731552,22.323153,40.71538,A,1.60065,Z,AZ
623316,658097.06,22.542843,20.201899,40.77668,A,1.1158774,Z,AZ
938576,656778.0,18.058727,9.034209,40.837852,A,1.9989272,Z,AZ
564110,656393.0,11.521809,8.439206,40.898994,A,1.3652716,Z,AZ
165693,656322.0,10.457502,8.626735,40.960125,A,1.2122202,Z,AZ
